Price,Adj Close,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,,
2015-01-01,48.28196334838867,77.11876678466797,77.73751831054688,77.00627136230469,77.62501525878906,778837
2015-01-02,48.86302185058594,78.04689025878906,78.38439178466797,77.14689636230469,77.14689636230469,3612848
2015-01-05,48.915863037109375,78.13127136230469,78.80626678466797,76.58439636230469,77.90626525878906,7291352
2015-01-06,47.824161529541016,76.38751983642578,77.79376983642578,75.45939636230469,77.65314483642578,8288963
2015-01-07,48.51087188720703,77.48439025878906,77.90626525878906,75.09376525878906,75.93751525878906,3256180
2015-01-08,48.722171783447266,77.82189178466797,78.13127136230469,76.64064025878906,77.62501525878906,2436600
2015-01-09,48.757389068603516,77.87814331054688,78.46876525878906,77.03439331054688,77.79376983642578,2079643
2015-01-12,48.0706672668457,76.78126525878906,78.30001831054688,76.21876525878906,77.40001678466797,3660975
2015-01-13,47.84175491333008,76.41564178466797,77.51251983642578,76.07814025878906,76.80939483642578,2850708
2015-01-14,47.91219711303711,76.52814483642578,77.00627136230469,75.82501983642578,76.38751983642578,3939014
2015-01-15,50.342140197753906,80.40939331054688,80.83126831054688,76.78126525878906,76.78126525878906,6425406
2015-01-16,51.89167022705078,82.88439178466797,83.78439331054688,79.20001983642578,80.32501983642578,8222495
2015-01-19,52.06773376464844,83.16564178466797,83.75627136230469,81.22502136230469,82.77189636230469,5082702
2015-01-20,51.909271240234375,82.91252136230469,84.3750228881836,82.57501983642578,83.8125228881836,6145107
2015-01-21,51.733192443847656,82.63127136230469,83.27814483642578,82.15314483642578,82.85626983642578,2865190
2015-01-22,52.24382781982422,83.44689178466797,85.16252136230469,82.49064636230469,82.74376678466797,7016755
2015-01-23,52.66643524169922,84.12189483642578,84.3750228881836,82.80001831054688,83.70001983642578,4549463
2015-01-27,52.80728530883789,84.34689331054688,84.9375228881836,82.80001831054688,83.3906478881836,6048058
2015-01-28,52.63121032714844,84.06564331054688,85.33126831054688,83.8125228881836,84.62814331054688,5448999
2015-01-29,52.402313232421875,83.70001983642578,84.34689331054688,83.02501678466797,84.2906494140625,6923717
2015-01-30,52.12057876586914,83.2500228881836,84.6562728881836,82.1250228881836,83.5312728881836,3094145
2015-02-02,52.06773376464844,83.16564178466797,83.64376831054688,82.1250228881836,82.8281478881836,2427202
2015-02-03,51.838836669921875,82.80001831054688,84.03752136230469,82.4062728881836,83.75627136230469,1320013
2015-02-04,51.504295349121094,82.2656478881836,83.9531478881836,82.06877136230469,82.9687728881836,1740828
2015-02-05,50.588645935058594,80.80314636230469,82.63127136230469,80.26876831054688,82.2656478881836,2453418
2015-02-06,50.518218994140625,80.69064331054688,81.5625228881836,79.65001678466797,80.10002136230469,2422833
2015-02-09,49.81387710571289,79.56564331054688,80.69064331054688,78.75001525878906,80.4375228881836,2511094
2015-02-10,51.09928894042969,81.61876678466797,82.23751831054688,78.75001525878906,78.86251831054688,3982617
2015-02-11,51.32819366455078,81.9843978881836,83.72814178466797,81.5625228881836,82.1250228881836,5670681
2015-02-12,52.91294860839844,84.5156478881836,85.5000228881836,82.15314483642578,83.70001983642578,7776840
2015-02-13,53.353153228759766,85.2187728881836,85.89376831054688,84.0093994140625,85.3593978881836,8270115
2015-02-16,53.79336929321289,85.9218978881836,86.85002136230469,85.5000228881836,85.5000228881836,3789682
2015-02-18,54.4976921081543,87.0468978881836,87.1875228881836,85.0781478881836,85.5562744140625,4034642
2015-02-19,54.33921432495117,86.79376983642578,87.21564483642578,85.02189636230469,87.07501983642578,2708022
2015-02-20,53.96943664550781,86.2031478881836,87.07501983642578,85.66876983642578,86.56877136230469,4586215
2015-02-23,54.90267562866211,87.69377136230469,88.5937728881836,85.7812728881836,86.0625228881836,5857600
2015-02-24,55.20201873779297,88.1718978881836,88.70626831054688,87.49689483642578,87.69377136230469,3786009
2015-02-25,54.427268981933594,86.93439483642578,88.7343978881836,85.8375244140625,88.6500244140625,3842514
2015-02-26,53.79336929321289,85.9218978881836,88.00314331054688,84.82501983642578,86.6812744140625,7368101
2015-02-27,55.32529830932617,88.3687744140625,88.5937728881836,85.5562744140625,86.03439331054688,4870174
2015-03-02,55.18442153930664,88.14376831054688,89.4375228881836,87.41252136230469,88.7343978881836,3288237
2015-03-03,54.77943420410156,87.49689483642578,87.97502136230469,86.70939636230469,87.86251831054688,3773373
2015-03-04,54.392051696777344,86.87814331054688,88.5093994140625,86.1187744140625,87.83439636230469,4927543
2015-03-05,54.63856506347656,87.27189636230469,87.83439636230469,85.2750244140625,86.6250228881836,2511965
2015-03-09,53.14931869506836,84.5156478881836,86.8218994140625,84.20626831054688,86.23126983642578,2904210
2015-03-10,52.5302619934082,83.5312728881836,84.5718994140625,82.51876831054688,84.5156478881836,4007085
2015-03-11,52.318031311035156,83.19377136230469,84.3750228881836,82.94064331054688,84.03752136230469,3350372
2015-03-12,52.93706512451172,84.17814636230469,85.72502136230469,83.27814483642578,83.27814483642578,4034334
2015-03-13,51.858184814453125,82.46251678466797,84.60002136230469,82.1250228881836,84.5156478881836,3743353
2015-03-16,51.91124725341797,82.5468978881836,83.08126831054688,81.87189483642578,81.87189483642578,1546607
2015-03-17,52.22959899902344,83.05314636230469,83.8125228881836,82.15314483642578,82.74376678466797,4288235
2015-03-18,51.875858306884766,82.49064636230469,83.3906478881836,82.06877136230469,82.9687728881836,3493449
2015-03-19,51.681304931640625,82.18126678466797,83.9531478881836,81.5625228881836,82.49064636230469,2641643
2015-03-20,52.424156188964844,83.36251831054688,84.2906494140625,81.33751678466797,82.1250228881836,3763675
2015-03-23,52.77788543701172,83.92501831054688,85.44377136230469,83.55939483642578,84.0937728881836,4249360
2015-03-24,52.335723876953125,83.22189331054688,84.8531494140625,82.9687728881836,83.8125228881836,5170910
2015-03-25,51.82278823852539,82.4062728881836,83.55939483642578,82.23751831054688,83.1093978881836,6008163
2015-03-26,51.32756423950195,81.61876678466797,84.0937728881836,81.02814483642578,82.63127136230469,11848617
2015-03-27,51.203758239746094,81.4218978881836,82.09689331054688,80.55001831054688,81.61876678466797,3479176
2015-03-30,51.29218673706055,81.5625228881836,81.90001678466797,80.77501678466797,81.59064483642578,4359504
2015-03-31,51.38063049316406,81.7031478881836,82.37814331054688,81.2812728881836,81.8437728881836,4797950
2015-04-01,51.805110931396484,82.37814331054688,82.60314178466797,81.61876678466797,81.61876678466797,2808077
2015-04-06,52.335723876953125,83.22189331054688,84.06564331054688,82.04064178466797,82.35002136230469,5315447
2015-04-07,52.335723876953125,83.22189331054688,83.36251831054688,82.1250228881836,82.80001831054688,2457023
2015-04-08,52.105796813964844,82.85626983642578,84.26251983642578,82.6875228881836,82.99689483642578,4009038
2015-04-09,53.41462707519531,84.9375228881836,85.2750244140625,82.91252136230469,82.99689483642578,2422269
2015-04-10,54.0159797668457,85.89376831054688,86.09064483642578,84.54376983642578,85.2187728881836,2200148
2015-04-13,54.59964370727539,86.8218994140625,87.58126831054688,84.7968978881836,85.95001983642578,2208671
2015-04-15,53.60917282104492,85.24689483642578,87.7500228881836,84.9375228881836,87.15939331054688,2330815
2015-04-16,53.308509826660156,84.76876831054688,85.6406478881836,82.9687728881836,85.02189636230469,2492100
2015-04-17,53.09626770019531,84.4312744140625,85.2750244140625,83.86876678466797,84.76876831054688,3666806
2015-04-20,52.990142822265625,84.26251983642578,85.8375244140625,83.61564636230469,84.48751831054688,2278982
2015-04-21,52.654083251953125,83.72814178466797,85.5000228881836,83.30626678466797,84.3750228881836,2312891
2015-04-22,52.01735305786133,82.71564483642578,84.12189483642578,82.46251678466797,83.8125228881836,4849646
2015-04-23,51.875858306884766,82.49064636230469,83.78439331054688,82.06877136230469,83.2500228881836,3515131
2015-04-24,51.59286117553711,82.04064178466797,83.22189331054688,81.02814483642578,82.1250228881836,2613457
2015-04-27,51.27450180053711,81.53439331054688,83.1093978881836,81.2812728881836,82.18126678466797,2052351
2015-04-28,51.09763717651367,81.25314331054688,82.4062728881836,80.7187728881836,81.16876983642578,3429520
2015-04-29,50.60239791870117,80.46564483642578,81.45001983642578,80.1562728881836,81.19689178466797,2061972
2015-04-30,50.30172348022461,79.98751831054688,81.45001983642578,78.97502136230469,79.93126678466797,4099911
2015-05-04,50.99150848388672,81.08439636230469,81.33751678466797,79.31251525878906,80.4375228881836,3652050
2015-05-05,50.63776779174805,80.52189636230469,82.49064636230469,79.62189483642578,80.46564483642578,7999174
2015-05-06,49.73573684692383,79.08751678466797,80.2968978881836,78.77814483642578,80.2968978881836,6031578
2015-05-07,49.62961196899414,78.91876983642578,79.34064483642578,77.65314483642578,78.75001525878906,5448071
2015-05-08,49.52349090576172,78.75001525878906,79.98751831054688,78.58126831054688,79.31251525878906,2987105
2015-05-11,50.58470153808594,80.4375228881836,80.63439178466797,78.63751983642578,79.17189025878906,3927933
2015-05-12,49.275875091552734,78.35626983642578,80.46564483642578,77.96251678466797,80.38127136230469,4551824
2015-05-13,49.82417297363281,79.22814178466797,79.59376525878906,77.65314483642578,78.46876525878906,4097879
2015-05-14,49.311256408691406,78.41252136230469,79.20001983642578,77.76564025878906,79.20001983642578,3467677
2015-05-15,49.54117965698242,78.77814483642578,79.70626831054688,78.35626983642578,78.86251831054688,6305129
2015-05-18,49.54117965698242,78.77814483642578,79.28439331054688,78.04689025878906,78.46876525878906,14967798
2015-05-19,49.081298828125,78.04689025878906,80.94377136230469,77.68126678466797,78.75001525878906,6595326
2015-05-20,49.80647277832031,79.20001983642578,79.53752136230469,78.21564483642578,78.24376678466797,5168468
2015-05-21,49.34662628173828,78.46876525878906,79.28439331054688,78.01876831054688,79.03126525878906,2628801
2015-05-22,49.85954284667969,79.28439331054688,79.84689331054688,77.28752136230469,78.35626983642578,5380668
2015-05-25,50.620079040527344,80.49376678466797,80.66252136230469,79.34064483642578,79.73439025878906,5557091
2015-05-26,50.60239791870117,80.46564483642578,80.77501678466797,79.62189483642578,80.66252136230469,2220470
2015-05-27,50.65546417236328,80.55001831054688,80.77501678466797,79.76251983642578,80.46564483642578,1137269
2015-05-28,50.65546417236328,80.55001831054688,81.1406478881836,79.05939483642578,81.1406478881836,3848527
2015-05-29,50.83232498168945,80.83126831054688,81.25314331054688,79.45314025878906,80.1562728881836,3473570
2015-06-01,50.620079040527344,80.49376678466797,82.63127136230469,80.0156478881836,82.49064636230469,15815832
2015-06-02,50.407840728759766,80.1562728881836,80.38127136230469,79.50939178466797,80.1562728881836,4635659
2015-06-03,50.65546417236328,80.55001831054688,80.8593978881836,79.17189025878906,79.95939636230469,6029264
2015-06-04,51.062255859375,81.19689178466797,81.64689636230469,80.10002136230469,80.4375228881836,8566490
2015-06-05,51.2568244934082,81.50627136230469,82.29376983642578,80.4375228881836,81.0000228881836,8696044
2015-06-08,51.69899368286133,82.20939636230469,82.51876831054688,80.97189331054688,81.81564331054688,4215142
2015-06-09,52.12347412109375,82.88439178466797,83.33439636230469,81.73126983642578,82.1250228881836,2699663
2015-06-10,52.052734375,82.77189636230469,83.36251831054688,82.23751831054688,82.99689483642578,2875048
2015-06-11,51.64592361450195,82.1250228881836,82.88439178466797,81.47814178466797,82.46251678466797,2113307
2015-06-12,51.43369674682617,81.78752136230469,82.09689331054688,80.0156478881836,81.8437728881836,2614529
2015-06-15,49.94799041748047,79.42501831054688,81.5625228881836,79.11564636230469,81.5625228881836,3574132
2015-06-16,50.973819732666016,81.05626678466797,81.36564636230469,79.03126525878906,79.20001983642578,2705206
2015-06-17,50.16022872924805,79.76251983642578,81.19689178466797,79.00314331054688,80.83126831054688,3030212
2015-06-18,50.213279724121094,79.84689331054688,80.26876831054688,79.22814178466797,79.48126983642578,4549773
2015-06-19,49.52349090576172,78.75001525878906,80.10002136230469,78.01876831054688,79.84689331054688,9119658
2015-06-22,49.98335647583008,79.48126983642578,79.98751831054688,78.97502136230469,79.22814178466797,1849073
2015-06-23,49.311256408691406,78.41252136230469,79.76251983642578,78.27189636230469,79.31251525878906,4200054
2015-06-24,49.47043228149414,78.66564178466797,79.05939483642578,78.21564483642578,78.21564483642578,3101425
2015-06-25,49.98335647583008,79.48126983642578,79.81877136230469,78.10314178466797,78.86251831054688,11124905
2015-06-26,49.20513153076172,78.24376678466797,79.45314025878906,78.13127136230469,79.03126525878906,4184617
2015-06-29,49.34662628173828,78.46876525878906,78.86251831054688,77.45626831054688,77.51251983642578,3452315
2015-06-30,49.20513153076172,78.24376678466797,78.97502136230469,77.42814636230469,78.46876525878906,2588831
2015-07-01,50.35477066040039,80.07189178466797,80.49376678466797,77.85002136230469,78.27189636230469,1988394
2015-07-02,50.054100036621094,79.59376525878906,80.4375228881836,79.08751678466797,80.40939331054688,2965570
2015-07-03,50.054100036621094,79.59376525878906,80.40939331054688,79.03126525878906,79.03126525878906,3051297
2015-07-06,49.52349090576172,78.75001525878906,79.98751831054688,78.58126831054688,79.03126525878906,2083899
2015-07-07,49.02825927734375,77.96251678466797,79.59376525878906,77.76564025878906,79.31251525878906,3234495
2015-07-08,48.81600570678711,77.62501525878906,78.30001831054688,76.72502136230469,77.68126678466797,2440394
2015-07-09,48.46227264404297,77.06251525878906,77.93439483642578,77.00627136230469,77.68126678466797,2478234
2015-07-10,49.04595184326172,77.99064636230469,78.27189636230469,76.97814178466797,77.11876678466797,2901055
2015-07-13,49.52349090576172,78.75001525878906,78.97502136230469,77.09064483642578,77.85002136230469,1612390
2015-07-14,49.594242095947266,78.86251831054688,79.28439331054688,78.07501983642578,78.80626678466797,2264950
2015-07-15,49.435054779052734,78.60939025878906,79.14376831054688,78.46876525878906,78.77814483642578,1504877
2015-07-16,49.381988525390625,78.52501678466797,78.83439636230469,78.24376678466797,78.58126831054688,1827243
2015-07-17,49.94799041748047,79.42501831054688,79.73439025878906,78.46876525878906,78.55314636230469,1696436
2015-07-20,49.594242095947266,78.86251831054688,79.73439025878906,78.77814483642578,79.73439025878906,1668294
2015-07-21,49.52349090576172,78.75001525878906,79.25627136230469,78.55314636230469,78.83439636230469,1315889
2015-07-22,50.51396179199219,80.32501983642578,80.5781478881836,78.07501983642578,78.58126831054688,1890132
2015-07-23,50.319419860839844,80.0156478881836,80.60626983642578,79.17189025878906,80.49376678466797,1225377
2015-07-24,50.2486572265625,79.90314483642578,80.40939331054688,79.42501831054688,79.98751831054688,1692284
2015-07-27,49.66499328613281,78.97502136230469,80.40939331054688,78.77814483642578,79.50939178466797,1296310
2015-07-28,50.001041412353516,79.50939178466797,79.70626831054688,78.44064331054688,79.31251525878906,1547151
2015-07-29,49.52349090576172,78.75001525878906,79.48126983642578,78.46876525878906,79.14376831054688,1900932
2015-07-30,50.372467041015625,80.10002136230469,80.5781478881836,78.69377136230469,78.86251831054688,2942993
2015-07-31,50.23097610473633,79.87501525878906,80.35314178466797,78.97502136230469,80.35314178466797,1956499
2015-08-03,49.73573684692383,79.08751678466797,80.38127136230469,78.91876983642578,79.34064483642578,1508372
2015-08-04,49.877227783203125,79.31251525878906,80.1562728881836,78.72189331054688,79.03126525878906,1001510
2015-08-05,49.78880310058594,79.17189025878906,79.56564331054688,78.80626678466797,79.31251525878906,1107859
2015-08-06,49.894920349121094,79.34064483642578,79.81877136230469,78.86251831054688,78.91876983642578,1295185
2015-08-07,49.381988525390625,78.52501678466797,80.04376983642578,78.38439178466797,79.05939483642578,2213871
2015-08-10,48.83369827270508,77.65314483642578,79.59376525878906,77.28752136230469,78.80626678466797,2570753
2015-08-11,48.7983283996582,77.59689331054688,79.20001983642578,76.27501678466797,78.75001525878906,3873211
2015-08-12,48.10852813720703,76.50001525878906,77.56877136230469,76.33126831054688,77.06251525878906,1472522
2015-08-13,48.745262145996094,77.51251983642578,77.96251678466797,70.87501525878906,76.38751983642578,2470225
2015-08-14,48.93982696533203,77.82189178466797,78.21564483642578,77.45626831054688,77.51251983642578,1304682
2015-08-17,48.85138702392578,77.68126678466797,78.44064331054688,77.03439331054688,77.90626525878906,813782
2015-08-18,48.60377883911133,77.28752136230469,78.01876831054688,76.86564636230469,77.68126678466797,1461999
2015-08-19,48.26771926879883,76.75314331054688,77.85002136230469,76.55626678466797,77.34376525878906,2417706
2015-08-20,48.14390563964844,76.55626678466797,77.03439331054688,75.57189178466797,75.99376678466797,2256015
2015-08-21,47.18882369995117,75.03752136230469,76.05001831054688,74.84064483642578,75.93751525878906,4024183
2015-08-24,46.37522888183594,73.74376678466797,74.53126525878906,71.83126831054688,73.60314178466797,7651174
2015-08-25,45.490867614746094,72.33751678466797,75.17814636230469,70.39688873291016,73.68751525878906,12357515
2015-08-26,46.322147369384766,73.65939331054688,74.70001983642578,72.00001525878906,72.33751678466797,2616303
2015-08-27,47.70173263549805,75.85314178466797,77.87814331054688,73.26564025878906,74.50314331054688,5402025
2015-08-28,47.807861328125,76.02189636230469,77.34376525878906,75.20626831054688,76.27501678466797,2205183
2015-08-31,46.216033935546875,73.49064636230469,76.19064331054688,73.18126678466797,75.65626525878906,2305711
