Date,Adj Close,Close,High,Low,Open,Volume
2015-01-01,380.6921691894531,433.29998779296875,436.25,413.0,414.5,178624
2015-01-02,411.6952819824219,468.5874938964844,480.07501220703125,427.5,433.5,668408
2015-01-05,387.7317810058594,441.3125,468.75,438.0,468.75,486024
2015-01-06,378.6493835449219,430.9750061035156,443.67498779296875,425.54998779296875,438.5249938964844,257876
2015-01-07,380.8018798828125,433.42498779296875,437.5,425.0,435.0,240196
2015-01-08,383.00933837890625,435.9375,458.75,408.76251220703125,433.4624938964844,2122316
2015-01-09,400.3066101074219,455.625,459.4375,437.3999938964844,446.25,554984
2015-01-12,395.3755187988281,450.01251220703125,468.75,448.75,458.75,457636
2015-01-13,399.2742919921875,454.45001220703125,456.73748779296875,445.0,447.7749938964844,336052
2015-01-14,392.4981689453125,446.73748779296875,458.75,445.0,456.25,291116
2015-01-15,392.0917663574219,446.2749938964844,453.4125061035156,443.9375,447.75,106124
2015-01-16,386.1064147949219,439.4624938964844,451.98748779296875,437.5,444.25,212192
2015-01-19,399.0326232910156,454.17498779296875,462.5,441.2875061035156,443.5,382132
2015-01-20,412.0687561035156,469.01251220703125,476.0,454.0,455.75,516924
2015-01-21,408.4555358886719,464.8999938964844,478.75,460.5,473.75,392904
2015-01-22,405.1278381347656,461.11248779296875,469.5,459.5,469.5,131676
2015-01-23,402.39324951171875,458.0,473.6000061035156,453.0,465.01251220703125,198964
2015-01-27,393.3219299316406,447.67498779296875,470.0,445.51251220703125,460.5375061035156,607256
2015-01-28,372.2686767578125,423.7124938964844,450.0,420.0,449.25,906936
2015-01-29,366.68963623046875,414.8999938964844,432.2250061035156,414.75,423.9750061035156,565124
2015-01-30,372.8431396484375,421.86248779296875,424.23748779296875,415.25,418.75,232908
2015-02-02,362.5689697265625,410.23748779296875,423.25,402.45001220703125,423.25,318912
2015-02-03,364.5353088378906,412.4624938964844,418.75,411.5,411.5,120284
2015-02-04,370.84356689453125,419.6000061035156,428.75,413.75,413.75,386256
2015-02-05,368.95440673828125,417.4624938964844,426.25,416.25,421.0,96216
2015-02-06,369.0428161621094,417.5625,423.75,405.0,418.48748779296875,199040
2015-02-09,365.8280029296875,413.92498779296875,423.5,408.0625,416.25,191944
2015-02-10,362.5026550292969,410.1625061035156,419.75,408.0,419.75,97416
2015-02-11,367.1536865234375,415.42498779296875,417.73748779296875,411.11248779296875,411.25,112240
2015-02-12,363.386474609375,411.1625061035156,419.48748779296875,409.76251220703125,416.75,188924
2015-02-13,367.5513610839844,415.875,417.5,410.88751220703125,412.5375061035156,121624
2015-02-16,370.1033630371094,418.76251220703125,422.5,415.01251220703125,416.98748779296875,113132
2015-02-18,382.5318298339844,432.82501220703125,443.75,418.29998779296875,420.0,494456
2015-02-19,388.3759765625,439.4375,446.0,434.25,434.25,271556
2015-02-20,386.6746520996094,437.51251220703125,441.0,435.0,438.0249938964844,249556
2015-02-23,387.9009094238281,438.8999938964844,440.0,437.48748779296875,439.0,174768
2015-02-24,388.45318603515625,439.5249938964844,440.5,437.51251220703125,440.23748779296875,79280
2015-02-25,388.48638916015625,439.5625,441.0,437.5249938964844,440.0,203912
2015-02-26,385.3820495605469,436.04998779296875,440.2250061035156,433.88751220703125,440.0,162240
2015-02-27,392.5518798828125,444.1625061035156,447.5,433.86248779296875,437.5,309592
2015-03-02,413.6416320800781,468.0249938964844,469.6625061035156,457.75,457.75,424356
2015-03-03,415.33197021484375,469.9375,471.25,466.51251220703125,467.5,306768
2015-03-04,403.1134033203125,456.11248779296875,470.0,448.75,470.0,362388
2015-03-05,412.6253356933594,466.875,468.75,457.63751220703125,457.63751220703125,546032
2015-03-09,412.1502685546875,466.3374938964844,471.25,462.5375061035156,468.5,938364
2015-03-10,375.19622802734375,424.5249938964844,457.5,420.0,452.54998779296875,395216
2015-03-11,372.01458740234375,420.92498779296875,429.0,415.5,425.0,286228
2015-03-12,364.2591552734375,412.1499938964844,423.5,408.5,422.5,259074
2015-03-13,357.5864562988281,404.6000061035156,418.4750061035156,400.0,413.5,202286
2015-03-16,341.1698303222656,386.0249938964844,398.8500061035156,375.5,394.0,630548
2015-03-17,352.9907531738281,399.3999938964844,408.29998779296875,388.0,388.0,495548
2015-03-18,341.0592956542969,385.8999938964844,406.25,383.1499938964844,399.95001220703125,301862
2015-03-19,339.7557678222656,384.42498779296875,392.5,381.9750061035156,390.9750061035156,720360
2015-03-20,325.7253723144531,368.54998779296875,383.82501220703125,364.0,383.0,1083386
2015-03-23,317.24090576171875,358.95001220703125,367.5,357.6499938964844,365.0,383264
2015-03-24,313.97088623046875,355.25,361.0,350.0249938964844,350.0249938964844,725408
2015-03-25,311.7171325683594,352.70001220703125,358.0,348.0,358.0,901154
2015-03-26,309.573974609375,350.2749938964844,356.625,346.0,352.70001220703125,165530
2015-03-27,318.0585632324219,359.875,363.67498779296875,346.04998779296875,354.7749938964844,428842
2015-03-30,316.7106628417969,358.3500061035156,363.375,349.04998779296875,360.0,655150
2015-03-31,315.6500549316406,357.1499938964844,363.95001220703125,355.0249938964844,355.5,572750
2015-04-01,331.42596435546875,375.0,379.3500061035156,356.57501220703125,357.0,926342
2015-04-06,340.8604736328125,385.67498779296875,391.92498779296875,373.5,375.9750061035156,387068
2015-04-07,344.4620361328125,389.75,395.0,384.5,384.5,282870
2015-04-08,340.9488830566406,385.7749938964844,393.5,384.0249938964844,389.95001220703125,120568
2015-04-09,344.1084289550781,389.3500061035156,399.54998779296875,387.5,391.0,198662
2015-04-10,347.2017517089844,392.8500061035156,399.3999938964844,390.0,390.0,226418
2015-04-13,344.1084289550781,389.3500061035156,399.25,387.75,393.0,218736
2015-04-15,326.7197265625,369.67498779296875,392.3999938964844,368.29998779296875,390.0,498456
2015-04-16,332.1108703613281,375.7749938964844,378.0249938964844,368.07501220703125,375.0,149584
2015-04-17,325.19512939453125,367.95001220703125,375.3500061035156,362.625,375.3500061035156,281978
2015-04-20,319.8924255371094,361.95001220703125,369.0,353.0,368.0,504410
2015-04-21,315.0756530761719,356.5,364.4750061035156,347.5,360.25,792974
2015-04-22,316.9757385253906,358.6499938964844,371.5249938964844,352.75,360.0,494758
2015-04-23,311.2310791015625,352.1499938964844,359.5,350.5,358.9750061035156,198038
2015-04-24,307.0551452636719,347.42498779296875,356.5,345.6000061035156,356.5,170896
2015-04-27,309.7285461425781,350.45001220703125,357.0,347.5,357.0,268178
2015-04-28,312.1590576171875,353.20001220703125,358.95001220703125,347.5,351.0249938964844,312678
2015-04-29,319.3399658203125,361.32501220703125,363.5,353.0249938964844,357.5,218058
2015-04-30,311.8718566894531,352.875,368.8999938964844,350.7749938964844,364.75,423844
2015-05-04,313.4405212402344,354.6499938964844,362.82501220703125,353.54998779296875,357.95001220703125,104072
2015-05-05,308.8448486328125,349.45001220703125,357.0,347.5,357.0,781776
2015-05-06,302.9012756347656,342.7250061035156,352.7749938964844,341.79998779296875,350.95001220703125,241280
2015-05-07,295.14581298828125,333.95001220703125,342.2250061035156,331.1000061035156,342.2250061035156,347882
2015-05-08,309.6844177246094,350.3999938964844,351.875,337.5,341.45001220703125,226066
2015-05-11,308.4250183105469,348.9750061035156,354.45001220703125,341.125,354.45001220703125,141412
2015-05-12,303.9839172363281,343.95001220703125,353.0,342.54998779296875,346.0,150462
2015-05-13,316.26873779296875,357.8500061035156,362.5,346.8500061035156,349.0,261072
2015-05-14,320.6214294433594,362.7749938964844,365.0,353.625,359.0,116260
2015-05-15,342.5618591308594,387.6000061035156,391.45001220703125,365.20001220703125,367.0,284400
2015-05-18,340.9488830566406,385.7749938964844,392.9750061035156,380.0,387.5,124304
2015-05-19,342.6502380371094,387.70001220703125,395.45001220703125,382.1499938964844,387.4750061035156,252960
2015-05-20,346.31805419921875,391.8500061035156,410.3999938964844,390.0,401.5,1303528
2015-05-21,345.1911926269531,390.57501220703125,394.79998779296875,387.04998779296875,391.9750061035156,115310
2015-05-22,351.1568298339844,397.32501220703125,399.25,390.5,391.8999938964844,192860
2015-05-25,351.13470458984375,397.29998779296875,399.75,394.125,397.32501220703125,92168
2015-05-26,347.40069580078125,393.07501220703125,399.875,391.0,399.875,135238
2015-05-27,335.8008117675781,379.95001220703125,391.4750061035156,375.29998779296875,391.4750061035156,197704
2015-05-28,330.5863952636719,374.04998779296875,386.0,372.54998779296875,386.0,180112
2015-05-29,347.62164306640625,393.32501220703125,399.70001220703125,374.5,375.6000061035156,1150244
2015-06-01,338.275390625,382.75,387.5,381.125,387.5,75918
2015-06-02,333.61334228515625,377.4750061035156,386.5,373.0,384.0,206174
2015-06-03,336.2205505371094,380.42498779296875,385.5,367.5,377.4750061035156,99344
2015-06-04,334.49713134765625,378.4750061035156,387.5,377.5,380.54998779296875,81368
2015-06-05,332.7957763671875,376.54998779296875,382.32501220703125,375.04998779296875,378.5,46470
2015-06-08,330.3874816894531,373.82501220703125,381.54998779296875,365.04998779296875,375.57501220703125,82054
2015-06-09,330.3653869628906,373.79998779296875,384.95001220703125,370.0,372.5,100408
2015-06-10,329.8571472167969,373.2250061035156,378.32501220703125,371.375,374.8999938964844,63958
2015-06-11,326.7639465332031,369.7250061035156,380.5,367.2749938964844,380.5,74694
2015-06-12,321.0633239746094,363.2749938964844,370.9750061035156,355.7749938964844,369.7250061035156,81732
2015-06-15,319.5830383300781,361.6000061035156,367.5,358.5,363.5249938964844,147248
2015-06-16,321.59356689453125,363.875,369.5,359.0249938964844,364.32501220703125,282068
2015-06-17,320.8865661621094,363.07501220703125,370.92498779296875,362.5,364.0,94010
2015-06-18,318.3678283691406,360.2250061035156,367.4750061035156,359.0,365.45001220703125,294500
2015-06-19,315.31866455078125,356.7749938964844,364.95001220703125,355.0,361.8999938964844,111632
2015-06-22,316.7989501953125,358.45001220703125,362.3500061035156,356.6000061035156,359.95001220703125,76580
2015-06-23,318.1689147949219,360.0,366.5,353.0,357.67498779296875,136982
2015-06-24,277.55816650390625,314.04998779296875,342.5,309.5,342.5,3683370
2015-06-25,269.7144470214844,305.17498779296875,322.45001220703125,303.0,315.29998779296875,2520072
2015-06-26,269.5818176269531,305.0249938964844,314.3999938964844,304.5,311.95001220703125,1744836
2015-06-29,256.8992919921875,290.67498779296875,299.5,288.0,299.5,1512752
2015-06-30,265.2733459472656,300.1499938964844,309.95001220703125,290.04998779296875,290.45001220703125,1097388
2015-07-01,268.80859375,304.1499938964844,306.92498779296875,302.0249938964844,302.79998779296875,647226
2015-07-02,276.34295654296875,312.67498779296875,314.3999938964844,304.625,306.8500061035156,489348
