Date,Adj Close,Close,High,Low,Open,Volume
2015-01-01,62.68634796142578,73.41000366210938,74.5,72.5999984741211,73.61000061035156,117770
2015-01-02,64.9150619506836,76.0199966430664,76.19000244140625,73.01000213623047,73.75,488220
2015-01-05,63.984310150146484,74.93000030517578,76.5999984741211,74.4000015258789,76.19999694824219,292670
2015-01-06,62.31059265136719,72.97000122070312,74.5999984741211,72.66999816894531,74.41000366210938,697405
2015-01-07,60.82478713989258,71.2300033569336,73.41999816894531,70.91999816894531,73.41999816894531,164355
2015-01-08,61.39691162109375,71.9000015258789,73.0,71.0199966430664,71.0199966430664,89460
2015-01-09,61.45669937133789,71.97000122070312,72.5999984741211,71.30000305175781,72.19999694824219,655695
2015-01-12,62.4045524597168,73.08000183105469,73.9000015258789,71.73999786376953,72.0,335755
2015-01-13,63.20721435546875,74.0199966430664,74.94000244140625,73.4000015258789,73.94000244140625,201095
2015-01-14,65.37619018554688,76.55999755859375,77.81999969482422,73.33999633789062,74.19999694824219,3775445
2015-01-15,63.84767532348633,74.7699966430664,76.4000015258789,73.93000030517578,76.18000030517578,1785935
2015-01-16,63.21577072143555,74.02999877929688,74.79000091552734,73.5999984741211,74.4000015258789,169030
2015-01-19,63.839134216308594,74.76000213623047,75.4000015258789,74.23999786376953,74.5999984741211,268995
2015-01-20,63.90742111206055,74.83999633789062,75.0199966430664,74.19999694824219,74.19999694824219,1149660
2015-01-21,63.57440948486328,74.44999694824219,75.1500015258789,73.56999969482422,74.5999984741211,686720
2015-01-22,63.42070770263672,74.2699966430664,74.80999755859375,73.87000274658203,74.72000122070312,592445
2015-01-23,62.4045524597168,73.08000183105469,75.0,71.37999725341797,75.0,397530
2015-01-27,61.23466110229492,71.70999908447266,72.98999786376953,71.41999816894531,72.0199966430664,872825
2015-01-28,59.20235061645508,69.33000183105469,71.79000091552734,68.69999694824219,71.79000091552734,966480
2015-01-29,59.07425308227539,69.18000030517578,70.23999786376953,68.88999938964844,69.0,470650
2015-01-30,59.825687408447266,70.05999755859375,70.2300033569336,69.37000274658203,69.4000015258789,265230
2015-02-02,60.01356887817383,70.27999877929688,70.80000305175781,68.25,68.25,220685
2015-02-03,59.774471282958984,70.0,70.98999786376953,69.80000305175781,70.02999877929688,154710
2015-02-04,59.39020919799805,69.55000305175781,71.06999969482422,69.19999694824219,70.48999786376953,201650
2015-02-05,59.859859466552734,70.0999984741211,70.72000122070312,69.66000366210938,70.01000213623047,813750
2015-02-06,58.800994873046875,68.86000061035156,70.16999816894531,68.19999694824219,69.75,221055
2015-02-09,61.69578170776367,72.25,72.80000305175781,68.19999694824219,69.97000122070312,355930
2015-02-10,64.53934478759766,75.58000183105469,76.19999694824219,71.19999694824219,71.66000366210938,452810
2015-02-11,63.326786041259766,74.16000366210938,76.0,73.44000244140625,75.12999725341797,180825
2015-02-12,63.1218376159668,73.91999816894531,74.98999786376953,70.51000213623047,74.0999984741211,69555
2015-02-13,63.412166595458984,74.26000213623047,75.98999786376953,72.22000122070312,72.22000122070312,77115
2015-02-16,63.096214294433594,73.88999938964844,75.02999877929688,72.0999984741211,72.80000305175781,89460
2015-02-18,63.57440948486328,74.44999694824219,75.18000030517578,73.4000015258789,73.88999938964844,83300
2015-02-19,64.90654754638672,76.01000213623047,76.80999755859375,74.33999633789062,74.33999633789062,340000
