Date,Adj Close,Close,High,Low,Open,Volume
2015-01-01,559.4360961914062,618.5250244140625,621.9000244140625,615.0499877929688,619.0,713338
2015-01-02,553.8284301757812,612.3250122070312,621.8499755859375,611.25,615.125,1279856
2015-01-05,551.0245971679688,609.2249755859375,624.0,608.5,610.0499877929688,1456708
2015-01-06,547.9493408203125,605.8250122070312,612.1749877929688,600.5,607.5,2579114
2015-01-07,553.6023559570312,612.0750122070312,615.7000122070312,601.25,606.0,2189814
2015-01-08,559.6849365234375,618.7999877929688,623.375,615.0,615.0,1672412
2015-01-09,559.9561767578125,619.0999755859375,623.0,612.5999755859375,621.4000244140625,1532294
2015-01-12,557.6045532226562,616.5,618.9000244140625,608.5,617.1500244140625,897684
2015-01-13,564.75,624.4000244140625,630.5499877929688,615.0,615.0,1478978
2015-01-14,559.3909912109375,618.4749755859375,631.25,612.2249755859375,622.6500244140625,2831716
2015-01-15,578.0003662109375,639.0499877929688,647.0,626.7000122070312,629.5,2859036
2015-01-16,589.9845581054688,652.2999877929688,656.4249877929688,637.2750244140625,638.5,2131084
2015-01-19,602.4661254882812,666.0999755859375,667.5,648.0,652.4500122070312,1362458
2015-01-20,599.3231811523438,662.625,669.5,657.6500244140625,666.5999755859375,1838290
2015-01-21,599.2327880859375,662.5250244140625,670.0,657.5250244140625,669.0,1391960
2015-01-22,601.4486694335938,664.9749755859375,668.0499877929688,657.5,662.5,1815350
2015-01-23,615.8974609375,680.9500122070312,687.8250122070312,665.6500244140625,668.0,4563196
2015-01-27,598.9613647460938,662.2249755859375,680.0,656.5499877929688,679.8250122070312,2382932
2015-01-28,595.2756958007812,658.1500244140625,667.0,651.5,662.2249755859375,1659912
2015-01-29,586.4571533203125,648.4000244140625,659.9749755859375,641.2000122070312,658.25,2952528
2015-01-30,572.1212158203125,632.5499877929688,650.9500122070312,630.0,650.5,1628740
2015-02-02,561.3128662109375,620.5999755859375,642.4749755859375,616.7999877929688,632.6500244140625,1455970
2015-02-03,542.3190307617188,599.5999755859375,624.4749755859375,596.0499877929688,621.0499877929688,4694416
2015-02-04,547.6327514648438,605.4749755859375,609.9500122070312,600.0,601.4500122070312,1828968
2015-02-05,533.5005493164062,589.8499755859375,607.625,587.625,605.5,4854858
2015-02-06,519.9560546875,574.875,590.0999755859375,571.5,588.5499877929688,4184102
2015-02-09,503.5174255371094,556.7000122070312,567.2000122070312,553.1500244140625,566.5,5283110
2015-02-10,515.6372680664062,570.0999755859375,576.375,551.0,554.5499877929688,4016676
2015-02-11,512.5620727539062,566.7000122070312,576.375,561.5,571.2000122070312,2159236
2015-02-12,513.036865234375,567.2249755859375,577.2000122070312,565.8499755859375,573.4249877929688,2265072
2015-02-13,539.3117065429688,596.2750244140625,599.5,561.7999877929688,567.0,5989004
2015-02-16,547.4066772460938,605.2249755859375,614.0,588.2999877929688,599.8250122070312,4291626
2015-02-18,555.433837890625,614.0999755859375,621.0,604.0250244140625,606.0,3603180
2015-02-19,565.247314453125,624.9500122070312,629.4749755859375,610.5,618.5,2829468
2015-02-20,566.197021484375,626.0,632.7249755859375,621.0,628.3499755859375,1295648
2015-02-23,570.380126953125,630.625,637.25,624.0250244140625,627.9249877929688,2705104
2015-02-24,569.2269897460938,629.3499755859375,634.5,622.6749877929688,630.5,1833458
2015-02-25,573.0257568359375,633.5499877929688,640.5999755859375,630.0,630.0,1399182
2015-02-26,565.111572265625,624.7999877929688,634.9749755859375,622.4749755859375,633.5,4445506
2015-02-27,579.0857543945312,640.25,644.0,625.0750122070312,627.9500122070312,2313528
2015-03-02,578.0230102539062,639.0750122070312,654.4000244140625,629.2750244140625,647.5499877929688,2758186
2015-03-03,556.9940185546875,615.8250122070312,629.0,609.7750244140625,629.0,2632558
2015-03-04,547.7006225585938,605.5499877929688,630.3250122070312,602.5999755859375,627.5,2727706
2015-03-05,555.6375122070312,614.3250122070312,616.7750244140625,602.0,609.5,1604900
2015-03-09,545.7560424804688,603.4000244140625,614.4000244140625,600.5,612.0,1868972
2015-03-10,555.4564208984375,614.125,622.25,605.0999755859375,605.0999755859375,1823950
2015-03-11,569.9505615234375,630.1500244140625,632.75,609.0999755859375,612.3499755859375,1966554
2015-03-12,561.2902221679688,620.5750122070312,630.625,616.625,630.1500244140625,1995764
2015-03-13,555.2303466796875,613.875,626.5,610.25,626.5,1215886
