Date,Adj Close,Close,High,Low,Open,Volume
2015-01-01,278.2193908691406,315.8974914550781,320.0,315.0,319.25,60500
2015-01-02,278.8161315917969,316.57501220703125,318.32501220703125,312.802490234375,312.802490234375,136860
2015-01-05,278.9658508300781,316.7449951171875,318.5,314.5,318.5,213800
2015-01-06,275.0863037109375,312.3399963378906,315.6524963378906,311.0,314.79998779296875,263180
2015-01-07,276.2377624511719,313.6474914550781,315.447509765625,312.37750244140625,313.25,713460
2015-01-08,277.4487609863281,315.0224914550781,317.25,313.75,313.75,150480
2015-01-09,281.2314758300781,319.3175048828125,323.99749755859375,313.67498779296875,318.5,409840
2015-01-12,284.5958557128906,323.13751220703125,326.0,319.2749938964844,321.0,951140
2015-01-13,295.6885986328125,335.7325134277344,337.04998779296875,323.5,323.5,1102160
2015-01-14,298.6478271484375,339.0924987792969,346.5,334.24749755859375,336.75,748060
2015-01-15,299.8478698730469,340.4549865722656,347.0,338.052490234375,343.4599914550781,1195060
2015-01-16,307.6026306152344,349.260009765625,350.25,337.00250244140625,338.1000061035156,997040
2015-01-19,311.510986328125,353.697509765625,355.0,349.2275085449219,350.25,708280
2015-01-20,311.5351257324219,353.7250061035156,355.5,350.0,353.6499938964844,568620
2015-01-21,311.7773742675781,354.0,356.0,351.9049987792969,354.38751220703125,622080
2015-01-22,312.52813720703125,354.8525085449219,358.5,352.6000061035156,353.75,1082980
2015-01-23,319.63128662109375,362.9175109863281,364.5,357.3999938964844,357.3999938964844,917320
2015-01-27,323.6692810058594,367.50250244140625,371.5,362.7974853515625,362.9150085449219,907000
2015-01-28,321.6436767578125,365.2025146484375,371.04998779296875,360.75250244140625,367.25,475240
2015-01-29,317.6980285644531,360.7225036621094,368.2449951171875,357.3999938964844,365.0,440800
2015-01-30,313.2327880859375,355.6524963378906,361.0,355.0,361.0,607740
2015-02-02,310.881103515625,352.9825134277344,358.0775146484375,348.8175048828125,355.69000244140625,494320
2015-02-03,311.71124267578125,353.92498779296875,359.5,347.5,355.54998779296875,378180
2015-02-04,307.274658203125,348.88751220703125,356.9574890136719,347.79998779296875,353.8999938964844,131760
2015-02-05,303.8133544921875,344.9574890136719,352.5,340.5,352.5,340860
2015-02-06,303.17041015625,344.2275085449219,348.5,342.5,345.0,177620
2015-02-09,301.0059509277344,341.7699890136719,346.5,338.00250244140625,344.5,311020
2015-02-10,299.1895446777344,339.7074890136719,350.8999938964844,338.3500061035156,345.0,318040
2015-02-11,303.0162658691406,344.052490234375,350.0,340.25,344.95001220703125,274160
2015-02-12,300.5303955078125,341.2300109863281,348.5,339.0150146484375,344.25,257740
2015-02-13,309.7362365722656,351.6824951171875,354.8900146484375,341.5,341.9949951171875,573700
2015-02-16,314.7431335449219,357.36749267578125,363.6000061035156,355.114990234375,361.29998779296875,477900
2015-02-18,315.7098083496094,358.4649963378906,361.25,353.00250244140625,357.5,643780
2015-02-19,310.0907287597656,352.0849914550781,358.75,350.68499755859375,358.75,230180
2015-02-20,316.03558349609375,358.8349914550781,361.885009765625,351.25,352.54998779296875,2695220
2015-02-23,308.23016357421875,349.9725036621094,360.260009765625,348.125,360.260009765625,584180
2015-02-24,308.6837463378906,350.48748779296875,353.99249267578125,346.5,350.0950012207031,1165940
2015-02-25,310.5662536621094,352.625,353.75,350.5,351.2099914550781,858920
2015-02-26,309.1087341308594,350.9700012207031,354.9849853515625,347.5,354.9849853515625,514040
2015-02-27,309.1747741699219,351.0450134277344,352.94500732421875,349.9750061035156,352.2325134277344,1312840
2015-03-02,307.8162536621094,349.50250244140625,352.4949951171875,347.49749755859375,352.4949951171875,521600
2015-03-03,312.49298095703125,354.8125,358.0249938964844,346.614990234375,352.0,524860
2015-03-04,321.4542541503906,364.98748779296875,365.95001220703125,355.6474914550781,358.20001220703125,905620
2015-03-05,321.28692626953125,364.7974853515625,368.322509765625,362.31500244140625,365.0,607680
2015-03-09,325.1775817871094,369.2149963378906,371.25,361.75,364.8500061035156,431520
2015-03-10,325.743408203125,369.8575134277344,375.25,367.4725036621094,369.3450012207031,365160
2015-03-11,320.61541748046875,364.0350036621094,372.2875061035156,362.6499938964844,369.4800109863281,386900
2015-03-12,322.7379455566406,366.44500732421875,368.9949951171875,365.0050048828125,365.0050048828125,274020
2015-03-13,321.4212341308594,364.95001220703125,367.885009765625,362.7025146484375,367.7674865722656,430300
2015-03-16,320.44366455078125,363.8399963378906,367.3949890136719,362.75,367.3949890136719,254460
2015-03-17,325.3955078125,369.4624938964844,370.0,365.0,365.0,541880
2015-03-18,326.23883056640625,370.4200134277344,371.0,368.29998779296875,370.5,992220
2015-03-19,324.43109130859375,368.36749267578125,371.0,366.04998779296875,371.0,540260
2015-03-20,319.8843994140625,363.2049865722656,370.0,361.25,370.0,548920
2015-03-23,314.1508483886719,356.69500732421875,364.2200012207031,354.5,364.20001220703125,472500
2015-03-24,309.20782470703125,351.0824890136719,359.5,349.5,359.25,535500
2015-03-25,310.0950927734375,352.0899963378906,354.74749755859375,348.6000061035156,348.6000061035156,542640
2015-03-26,301.4375915527344,342.260009765625,351.5450134277344,338.25,351.0,847220
2015-03-27,300.1098937988281,340.75250244140625,345.8475036621094,338.54998779296875,344.8999938964844,524860
2015-03-30,305.7883605957031,347.20001220703125,349.95001220703125,342.0,342.0,903860
2015-03-31,305.93585205078125,347.36749267578125,356.6000061035156,341.3800048828125,347.5,1284000
2015-04-01,304.87017822265625,346.1575012207031,352.99749755859375,343.5,352.54998779296875,274980
2015-04-06,313.5981750488281,356.0675048828125,357.5,346.32000732421875,349.44500732421875,498260
2015-04-07,315.1878662109375,357.87249755859375,358.74749755859375,353.2074890136719,356.07000732421875,354360
2015-04-08,310.288818359375,352.30999755859375,358.4075012207031,350.5,357.29998779296875,253900
2015-04-09,312.70208740234375,355.04998779296875,355.6000061035156,353.0,353.0,609340
2015-04-10,312.59197998046875,354.92498779296875,356.9849853515625,353.25,356.1000061035156,899140
2015-04-13,312.5941467285156,354.927490234375,355.99749755859375,353.30999755859375,355.99749755859375,590040
2015-04-15,311.2665100097656,353.4200134277344,355.4674987792969,351.25,355.04998779296875,468540
2015-04-16,309.4345397949219,351.3399963378906,354.75,349.5,353.4200134277344,528120
2015-04-17,308.29180908203125,350.0425109863281,352.6499938964844,349.5,351.2124938964844,286920
2015-04-20,306.1935729980469,347.6600036621094,350.5,345.0,350.04998779296875,305160
2015-04-21,303.3157043457031,344.3924865722656,349.989990234375,343.25,349.989990234375,222660
2015-04-22,302.6199035644531,343.6025085449219,347.0,341.2650146484375,344.3500061035156,347480
2015-04-23,304.23382568359375,345.43499755859375,346.70001220703125,343.29998779296875,346.70001220703125,716540
2015-04-24,301.63787841796875,342.48748779296875,347.5,339.0050048828125,347.5,212780
2015-04-27,301.5653381347656,342.4049987792969,343.3999938964844,338.0450134277344,342.45001220703125,684780
2015-04-28,301.0699157714844,341.8424987792969,342.4949951171875,339.7724914550781,342.0,506520
2015-04-29,289.1183166503906,328.2724914550781,343.99749755859375,326.25,343.99749755859375,833100
2015-04-30,289.4332580566406,328.6300048828125,335.49749755859375,326.2950134277344,328.260009765625,858380
2015-05-04,299.5110168457031,340.072509765625,340.5,331.1700134277344,333.0,338820
2015-05-05,299.7729797363281,340.3699951171875,341.75,338.6000061035156,340.45001220703125,291640
2015-05-06,299.5682373046875,340.13751220703125,341.0,337.8125,340.4700012207031,348660
2015-05-07,298.0181579589844,338.37750244140625,342.5,336.25,342.5,570180
2015-05-08,299.2840881347656,339.81500244140625,343.49749755859375,338.04998779296875,338.04998779296875,449040
2015-05-11,299.7246398925781,340.31500244140625,343.5,338.1600036621094,342.8450012207031,787160
2015-05-12,295.2395324707031,335.2225036621094,342.25,334.0,340.6099853515625,761380
2015-05-13,295.1095275878906,335.07501220703125,340.5325012207031,332.5,335.2650146484375,690220
2015-05-14,301.84716796875,342.7250061035156,345.9849853515625,335.25,335.25,404840
2015-05-15,309.6326904296875,351.56500244140625,352.5,343.00750732421875,343.75,462760
